HATS-23 b,Confirmed,1.47,0.072,0.072,,,,1.86,0.4,0.3,2.1605156,4.50E-06,4.50E-06,0.03397,0.00047,0.00047,0.114,0.114,0,81.02,0.62,0.93,,2015,11/07/2016,,,,,,,,,,2457072.853,0.0007,0.0007,,,,,,,0.949,0.049,0.029,,,,219.3,8.6,8.6,1654,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-23,286.3666667,-50.0675,13.9,,,,,747,46,46,0.28,0.07,0.07,1.121,0.046,0.046,1.199,0.081,0.061,,4.2,1.5,1.5,5780,120,120,,,
HATS-24 b,Confirmed,2.44,0.18,0.18,,,,1.487,0.054,0.078,1.3484954,1.30E-06,1.30E-06,0.02547,0.00023,0.00023,0.24,0.24,0,86.6,1.2,1.2,,2016,11/07/2016,,,,,,,,,,2457038.473,0.00038,0.00038,,,,,,,0.276,0.1,0.08,,,,396,29,29,2067,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-24,268.8916667,-61.74722225,12.8,,,,,510,15,15,0,0.05,0.05,1.212,0.033,0.033,1.172,0.033,0.033,,0.88,0.045,0.067,6346,81,81,,,
HATS-25 b,Confirmed,0.613,0.042,0.042,,,,1.26,0.1,0.1,4.2986432,4.50E-06,4.50E-06,0.05163,0.0006,0.0006,0.088,0.088,0.088,86.93,0.71,0.71,,2016,28/07/2016,,,,,,,,,,2456870.369,0.00051,0.00051,,,,,,,0.538,0.105,0.075,,,,76.8,5,5,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-25,207.9075,-23.78116669,13.1,,,,,466,30,30,0.02,0.05,0.05,0.994,0.035,0.035,1.107,0.069,0.069,G,7.5,1.9,1.9,5715,73,73,,,"2MASS 13513786-2346522, GSC 6716-01190"
HATS-26 b,Confirmed,0.65,0.076,0.076,,,,1.75,0.21,0.21,3.3023881,7.60E-06,7.60E-06,0.04735,0.00068,0.00133,0.122,0.122,0.122,86.2,1.9,1.9,,2016,28/07/2016,,,,,,,,,,2456867.423,0.0012,0.0012,,,,,,,0.33,0.17,0.12,,,,73.3,8,8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-26,144.9268333,-28.58558335,12.955,,,,,907,49,69,-0.02,0.05,0.05,1.299,0.056,0.113,2.04,0.11,0.15,F,4.04,0.94,0.62,6071,81,81,,,"2MASS 09394244-2835081, GSC 6614-01083"
HATS-27 b,Confirmed,0.53,0.13,0.13,,,,1.5,0.11,0.2,4.637038,1.40E-05,1.40E-05,0.0611,0.00068,0.00068,0.29,0.29,0.29,87.3,1.3,1.3,,2016,28/07/2016,,,,,,,,,,2457029.337,0.0011,0.0011,,,,,,,0.36,0.19,0.15,,,,51,13,13,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-27,193.5525,-46.58772224,12.8,,,,,840,51,80,0.09,0.04,0.04,1.415,0.048,0.048,1.74,0.1,0.17,F,2.3,0.22,0.22,6438,64,64,,,"2MASS 12541261-4635157, GSC 8245-02236"
HATS-28 b,Confirmed,0.672,0.087,0.087,,,,1.194,0.07,0.07,3.1810781,3.90E-06,3.90E-06,0.04131,0.00053,0.00053,0.101,0.101,0.101,86.17,0.42,0.42,,2016,28/07/2016,,,,,,,,,,2457034.283,0.00046,0.00046,,,,,,,0.643,0.047,0.039,,,,97,12,12,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-28,284.4,-49.13847223,,,,,,521,25,25,0.01,0.06,0.06,0.929,0.036,0.036,0.922,0.04,0.04,G,6.2,2.8,2.8,5498,84,84,,,"2MASS 18573592-4908184, GSC 8382-00661"
HATS-29 b,Confirmed,0.653,0.063,0.063,,,,1.251,0.061,0.061,4.6058749,6.30E-06,6.30E-06,0.05475,0.00088,0.00088,0.079,0.079,0.079,87.37,0.34,0.34,,2016,28/07/2016,,,,,,,,,,2457031.956,0.00038,0.00038,,,,,,,0.502,0.041,0.046,,,,78.4,7.1,7.1,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-29,135.096,-54.89319447,12.6,,,,,351,15,15,0.16,0.08,0.08,1.032,0.049,0.049,1.073,0.038,0.038,G,5.5,1.7,2.6,5670,110,110,,,"2MASS 19002314-5453354, GSC 8763-00475"
HATS-3 b,Confirmed,1.071,0.136,0.136,,,,1.381,0.035,0.035,3.547851,5.00E-06,5.00E-06,0.0485,0.0006,0.0004,,,,,,,,2013,30/07/2014,,,,,,,,,,,,,,,,3,25,25,,,,,,,,,,1648,,,,,,,,,Submitted to a professional journal,Primary Transit,,,,,HATS-3,312.4583,-24.4289,11.44,,,,,453,11,11,-0.157,0.07,0.07,1.209,0.036,0.036,1.404,0.03,0.03,F,3.2,0.4,0.6,6351,76,76,,,
HATS-30 b,Confirmed,0.706,0.039,0.039,,,,1.175,0.052,0.052,3.1743516,2.60E-06,2.60E-06,0.04354,0.00042,0.00042,0.048,0.048,0.048,86.84,0.48,0.48,,2016,28/07/2016,,,,,,,,,,2456629.762,0.00036,0.00036,,,,,,,0.487,0.061,0.052,,,,91.8,4.7,4.7,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-30,5.618708343,-59.94255558,12.192,,,,,339,16,16,0.06,0.05,0.05,1.093,0.031,0.031,1.061,0.039,0.039,,2.3,1.2,1.2,5943,70,70,,,"2MASS 00222848-5956331, GSC 8471-00231"
HATS-31 b,Confirmed,0.88,0.12,0.12,,,,1.64,0.22,0.22,3.37796,1.20E-05,1.20E-05,0.0478,0.0012,0.0012,0.233,0.233,0,85,1.6,2.5,,2016,11/07/2016,,,,,,,,,,2456960.148,0.0011,0.0011,,,,,,,0.48,0.21,0.11,,,,102,13,13,1823,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-31,191.7041667,-24.42750002,13.1,,,,,872,84,84,0,0.07,0.07,1.275,0.096,0.096,1.87,0.18,0.18,,4.3,1.1,1.1,6050,120,120,,,
HATS-32 b,Confirmed,0.92,0.1,0.1,,,,1.249,0.096,0.144,2.8126548,5.50E-06,5.50E-06,0.04024,0.00053,0.00053,0.471,0.471,0,87.1,1.2,1.2,,2016,11/07/2016,,,,,,,,,,2456454.625,0.0011,0.0011,,,,,,,0.4,0.16,0.13,,,,124,14,14,1437,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-32,346.075,-21.27194445,14.38,,,,,839,55,77,0.39,0.05,0.05,1.099,0.044,0.044,1.097,0.063,0.098,,3.5,1.8,1.8,5700,110,110,,,
HATS-33 b,Confirmed,1.192,0.053,0.053,,,,1.23,0.08,0.11,2.5495551,6.10E-06,6.10E-06,0.03727,0.00037,0.00037,0.08,0.08,0,87.62,0.92,0.92,,2016,11/07/2016,,,,,,,,,,2456497.232,0.0005,0.0005,,,,,,,0.33,0.12,0.12,,,,170.1,6.8,6.8,1429,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-33,294.6333333,-55.33000002,11.9,,,,,355,12,12,0.29,0.05,0.05,1.062,0.032,0.032,1.022,0.037,0.05,,3,0.17,0.17,5659,85,85,,,
HATS-34 b,Confirmed,0.941,0.072,0.072,,,,1.43,0.19,0.19,2.1061607,4.70E-06,4.70E-06,0.03166,0.00034,0.00034,0,,,82.28,0.59,0.43,,2016,11/07/2016,,,,,,,,,,2456634.857,0.00075,0.00075,,,,,,,0.937,0.034,0.022,,,,152,11,11,1445,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-34,0.775000002,-62.46944446,13.85,,,,,532,32,32,0.25,0.07,0.07,0.955,0.031,0.031,0.98,0.047,0.047,,7.7,2.7,2.7,5380,73,73,,,
HATS-35 b,Confirmed,1.222,0.078,0.078,,,,1.464,0.044,0.069,1.8209933,1.60E-06,1.60E-06,0.03199,0.00033,0.00033,0,,,86.9,1.3,1.3,,2016,11/07/2016,,,,,,,,,,2456981.802,0.00041,0.00041,,,,,,,0.26,0.14,0.11,,,,170,10,10,2037,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-35,296.6875,-63.56555558,12.56,,,,,557,17,22,0.21,0.06,0.06,1.317,0.4,0.4,1.433,0.038,0.056,,2.13,0.51,0.51,6300,100,100,,,
HATS-36 b,Confirmed,2.79,0.4,0.4,,,,1.263,0.045,0.045,4.1752379,2.10E-06,2.10E-06,0.0529,0.0011,0.0011,0.294,0.294,0,87.57,0.36,0.36,,2017,04/05/2018,,,,,,,2457289.411,6.90E-05,6.90E-05,,,,,,,,,,0.406,0.57,0.44,,,,324,45,45,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,EPIC 215969174  b,,HATS-36,291.4785,-23.20277778,14.386,,,,,977,42,42,0.13,0.1,0.1,1.135,0.067,0.067,1.186,0.036,0.036,G0V,3.4,1.4,1.9,5970,160,160,,,"EPIC 215969174, 2MASS 19255488-2312100"
HATS-39 b,Confirmed,0.63,0.13,0.13,,,,1.57,0.12,0.12,4.5776348,7.30E-06,7.30E-06,0.06,0.00058,0.00058,0.275,0.275,0,84.98,0.49,0.49,,2018,14/05/2018,,,,,,,,,,2457315.283,0.00055,0.00055,,,,,,,0.696,0.04,0.03,,,,62,13,13,1645,43,43,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-39,112.4208333,-29.9377778,12.75,,,,,773,,,0,,,1.379,,,1.621,,,,2.06,,,6572,,,,,
HATS-4 b,Confirmed,1.323,0.028,0.028,,,,1.02,0.037,0.037,2.516729,2.00E-06,2.00E-06,0.0362,0.0002,0.0002,0.013,0.013,0.016,88.5,0.6,0.6,,2014,21/05/2014,275,98,98,,,,,,,2455808.341,0.00036,0.00036,,,,,,,,,,,,,,,,1315,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HATS-4,94.11250001,-21.45305553,13.5,0.017,,,,420,12,12,0.43,0.08,0.08,1.001,0.02,0.02,0.925,0.022,0.022,,2.1,1.6,1.6,5403,50,50,,,
HATS-40 b,Confirmed,1.59,0.24,0.24,,,,1.58,0.12,0.16,3.2642736,6.00E-06,6.00E-06,0.04997,0.00074,0.00074,0.312,0.312,0,85.8,1.8,1.8,,2018,16/04/2018,,,,,,,,,,2456962.676,0.001,0.001,,,,,,,0.35,0.16,0.13,,,,162,23,23,2100,69,69,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-40,100.5708333,-29.77694447,13.4,,,,,1431,75,116,0.01,0.077,0.077,1.56,0.07,0.07,2.26,0.11,0.18,,2.07,0.34,0.34,6460,130,130,,,
HATS-41 b,Confirmed,9.7,1.6,1.6,,,,1.33,0.2,0.29,4.193649,1.30E-05,1.30E-05,0.0583,0.001,0.0015,0.38,0.11,0.11,80.4,4.2,2.3,,2018,16/04/2018,136,18,18,,,,,,,2456795.724,0.0014,0.0014,,,,,,,0.849,0.051,0.029,,,,1080,190,190,1710,120,170,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-41,103.5166667,-27.05027778,17.7,,,,,800,110,170,0.47,0.041,0.041,1.496,0.075,0.115,1.71,0.24,0.36,,1.34,0.51,0.31,6424,91,91,,,
HATS-42 b,Confirmed,1.88,0.15,0.15,,,,1.4,0.14,0.25,2.292102,2.10E-06,2.10E-06,0.03689,0.00065,0.00065,0.229,0.229,0,85.1,2.1,2.1,,2018,16/04/2018,,,,,,,,,,2456768.607,0.00069,0.00069,,,,,,,0.46,0.18,0.15,,,,246,17,17,1856,76,105,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-42,108.45,-33.43722223,13.6,,,,,942,80,126,0.22,0.07,0.07,1.273,0.067,0.067,1.48,0.12,0.2,,3.26,0.8,0.8,6060,120,120,,,
HATS-43 b,Confirmed,0.261,0.054,0.054,,,,1.18,0.05,0.05,4.3888497,5.90E-06,5.90E-06,0.04944,0.00046,0.00046,0.173,0.089,0.089,89.24,0.41,0.29,,2017,26/07/2017,330,120,120,,,,2457636.089,0.00025,0.00025,,,,,,,,,,,,,,,,37.5,8,8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-43,80.53816667,-30.97083336,13.593,,,,,341,17,17,0.05,0.041,0.041,0.837,0.023,0.023,0.812,0.032,0.032,K,8.6,4.8,3,5099,61,61,,,2MASS-05220915-3058150
HATS-44 b,Confirmed,0.56,0.11,0.11,,,,1.067,0.071,0.125,2.7439004,3.20E-06,3.20E-06,0.03649,0.0003,0.0003,0.279,nan,0,84.65,0.38,0.38,,2017,26/07/2017,,,,,,,2456931.114,0.00061,0.00061,,,,,,,,,,,,,,,,90,17,17,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-44,84.32670834,-27.97261114,14.428,,,,,463,23,23,0.32,0.071,0.071,0.86,0.021,0.021,0.847,0.036,0.036,K,9.7,4,2.4,5080,100,100,,,2MASS-05371842-2758214
HATS-45 b,Confirmed,0.7,0.15,0.15,,,,1.286,0.093,0.093,4.1876244,5.60E-06,5.60E-06,0.05511,0.00069,0.00069,0.24,nan,0,85.61,0.42,0.42,,2017,26/07/2017,,,,,,,2456731.195,0.00073,0.00073,,,,,,,,,,,,,,,,75,16,16,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-45,101.9942917,-21.91069447,13.307,,,,,818,41,41,0.02,0.068,0.068,1.272,0.048,0.048,1.315,0.064,0.064,F,1.52,0.7,0.7,6450,110,110,,,2MASS-06475862-2154385
HATS-46 b,Confirmed,0.173,0.062,0.062,,,,0.903,0.045,0.058,4.7423729,4.90E-06,4.90E-06,0.05367,0.00053,0.00053,0.559,nan,0,87.32,0.31,0.22,,2017,26/07/2017,,,,,,,2457376.685,0.0006,0.0006,,,,,,,,,,,,,,,,22.1,8,8,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-46,6.702416683,-56.31611113,13.634,,,,,448,22,22,-0.06,0.046,0.046,0.917,0.027,0.027,0.853,0.03,0.04,G,3,2.1,3.4,5495,69,69,,,2MASS-00264858-5618580
HATS-5 b,Confirmed,0.237,0.012,0.012,,,,0.912,0.025,0.025,4.763387,1.00E-05,1.00E-05,0.0542,0.0006,0.0006,0.019,0.019,0.019,89.3,0.3,0.3,,2014,16/01/2014,204,107,107,,,,,,,,,,2456273.791,0.0001,0.0001,,,,,,,,,,,,,1025,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HATS-5,67.22500002,-20.51805553,12.63,,,,,257,8,8,0.19,0.08,0.08,0.936,0.028,0.028,0.871,0.023,0.023,,3.6,2.6,1.9,5304,50,50,,,
HATS-50 b,Confirmed,0.39,0.1,0.1,,,,1.13,0.075,0.075,3.8297015,4.60E-06,4.60E-06,0.05046,0.0006,0.0006,0.516,0.516,0,87.54,0.66,0.66,,2017,15/12/2017,,,,,,,,,,2456870.348,0.00068,0.00068,,,,,,,0.421,0.1,0.08,,,,45,12,12,1348,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-50,300.4291667,-26.07750001,14,,,,,717,43,43,0.3,0.056,0.056,1.168,0.042,0.042,1.117,0.06,0.06,,1.2,1.1,1.1,5990,110,110,,,
HATS-51 b,Confirmed,0.768,0.045,0.045,,,,1.41,0.19,0.19,3.3488702,3.90E-06,3.90E-06,0.04639,0.00077,0.00077,0.33,0.33,0,87.1,1.6,1.6,,2017,15/12/2017,,,,,,,,,,2457042.004,0.00058,0.00058,,,,,,,0.3,0.14,0.14,,,,94.9,5.1,5.1,1553,92,92,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-51,102.8458333,-29.05861112,12.5,,,,,478,59,59,0.3,0.03,0.03,1.187,0.06,0.06,1.44,0.18,0.18,,4.74,0.5,0.7,5758,58,58,,,
HATS-52 b,Confirmed,2.24,0.15,0.15,,,,1.382,0.086,0.086,1.3665436,9.40E-07,9.40E-07,0.02498,0.0004,0.0004,0.246,0.256,0,84.7,1.1,1.1,,2017,15/12/2017,,,,,,,,,,2456929.03,0.00033,0.00033,,,,,,,0.231,0.074,0.074,,,,380,23,23,1834,73,73,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-52,140.0875,-31.26944445,13.7,,,,,631,44,44,0.22,0.1,0.1,1.111,0.054,0.054,1.046,0.058,0.058,,1.2,1.1,1.5,6010,150,150,,,
HATS-53 b,Confirmed,0.595,0.089,0.089,,,,1.34,0.056,0.056,3.8537768,3.80E-06,3.80E-06,0.04753,0.00066,0.00066,0.33,0.33,0,88.79,0.55,0.55,,2017,15/12/2017,,,,,,,,,,2457236.757,0.00049,0.00049,,,,,,,0.198,0.096,0.082,,,,79,12,12,1312,25,25,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-53,176.6291667,-33.86000003,13.8,,,,,613,19,19,0.01,0.066,0.066,0.964,0.04,0.04,1.1,0.024,0.031,,8,1.9,1.9,5644,94,94,,,
HATS-59 b,Confirmed,0.806,0.069,0.069,,,,1.126,0.077,0.077,5.416081,1.60E-05,1.60E-05,0.06112,0.0076,0.0076,0.129,0.049,0.049,88.1,0.33,0.33,,2018,16/05/2018,227,29,29,,,,,,,2456620.665,0.00052,0.00052,,,,,,,0.457,0.066,0.056,,,,92.1,7.8,7.8,1128,40,40,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-59,170.325,-22.38805557,14,,,,,654,14,14,0.18,0.064,0.064,1.038,0.039,0.039,1.036,0.067,0.067,,4.3,2.3,2.3,5670,91,91,,,
HATS-6 b,Confirmed,0.319,0.07,0.07,,,,0.998,0.019,0.019,3.3252725,2.10E-06,2.10E-06,0.03623,0.00057,0.00042,,,,88.21,0.084,0.084,,2014,17/03/2015,,,,,,,,,,2456643.741,8.40E-05,8.40E-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HATS-6,88.14675001,-19.03166668,15.2,,,,,148.4,3.3,3.3,,,,0.574,0.027,0.02,0.57,0.011,0.011,M1V,,,,3724,18,18,,,MASS 05523523-1901539
HATS-7 b,Confirmed,0.12,0.012,0.012,,,,0.563,0.034,0.046,3.185315,5.40E-06,5.40E-06,0.04012,0.00043,0.00043,0,0,0.17,87.92,0.75,0.75,,2015,28/04/2016,,,,,,,,,,,,,,,,,,,,,,,,,18.4,1.9,1.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HATS-7,208.857,-21.20769445,13.34,,,,,257,12,15,0.25,0.08,0.08,0.849,0.027,0.027,0.815,0.035,0.049,K2,7.8,5,5,4985,50,50,,,
HATS-8 b,Confirmed,0.138,0.019,0.019,0.138,0.019,0.019,0.873,0.075,0.125,3.583893,1.00E-05,1.00E-05,0.04667,0.00055,0.00055,0.38,0.38,0,87.8,1.8,1.2,,2015,04/06/2015,,,,,,,,,,2456672.11,0.0012,0.0012,,,,,,,0.36,0.2,0.2,,,,17.7,2.5,2.5,1324,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-8,294.9416667,-25.74833336,14.03,,,,,829,48,110,0.21,0.08,0.08,1.056,0.037,0.037,1.086,0.059,0.149,G2V,5.1,1.7,1.7,5679,50,50,,,
HATS-9 b,Confirmed,0.839,0.03,0.032,0.837,0.029,0.029,1.065,0.098,0.098,1.9153073,5.20E-06,5.20E-06,0.03048,0.00038,0.00038,0.129,0.129,0,86.5,2.5,1.6,,2015,17/08/2015,,,,,,,,,,2456124.259,0.00086,0.00086,,,,,,,,,,,,,133.5,3.4,3.4,1823,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HATS-9,290.8083333,-20.14972224,13.3,,,,,622,42,30,0.34,0.05,0.05,1.03,0.04,0.04,1.5,0.1,0.04,,10.8,1.5,1.5,5336,70,70,,,
HD 10442 b,Confirmed,2.1,0.15,0.15,2.1,0.15,0.15,,,,1043,9,9,2.335,0.014,0.014,0.11,0.06,0.06,,,,,2014,07/08/2016,,,,,,,,,,,,,,,,,,,,,,,,,31.5,2.2,2.2,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HD 10442,25.47142668,2.704379184,7.84,,,,,,,,0.11,0.03,0.03,1.56,0.09,0.09,,,,K2 IV,,,,5034,44,44,,,
HD 106315 b,Confirmed,0.0396,0.01,0.01,,,,0.218,0.015,0.015,9.5521,0.0019,0.0019,0.09012,0.00085,0.00085,0.3,0.3,0,88.4,2.1,1.1,,2017,05/09/2017,72,126,56,,,,,,,2457505.652,0.0045,0.0045,,,,,,,0.47,0.32,0.32,,,,,,,1149,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,HD 106315,183.4708334,-0.393611127,9,,,,,107.3,3.9,3.9,-0.24,0.04,0.04,1.07,0.03,0.03,1.18,0.11,0.11,F5V,4,1,1,6290,3.9,3.9,,,
HD 106315 c,Confirmed,0.0478,0.01,0.01,,,,0.352,0.035,0.037,21.0576,0.002,0.002,0.1526,0.0014,0.0014,0.23,0.23,0,89.42,0.67,0.4,,2017,05/09/2017,106,85,100,,,,,,,2457511.131,0.0012,0.0012,,,,,,,0.34,0.23,0.28,,,,,,,1143,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,,,HD 106315,183.4708334,-0.393611127,9,,,,,107.3,3.9,3.9,-0.24,0.04,0.04,1.07,0.03,0.03,1.18,0.11,0.11,F5V,4,1,1,6290,3.9,3.9,,,
HD 149026 b,Confirmed,0.357,0.011,0.014,0.356,0.011,0.013,0.718,0.065,0.065,2.8758916,1.40E-06,1.40E-06,0.04288,0.00033,0.00033,0,,,85.3,0.8,0.8,0.000543,2005,24/02/2015,,,,2453317.838,0.003,0.003,,,,2454597.707,0.00016,0.00016,,,,,,,,,,,,,54.63,11.9,11.9,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 149026,247.6208333,38.3472222,8.15,,,,,78.9,6.6,6.6,0.36,0.05,0.05,1.3,0.1,0.1,1.497,0.069,0.069,G0 IV,2,0.8,0.8,6147,50,50,,,
HD 17156 b,Confirmed,3.195,0.034,0.034,3.191,0.033,0.033,1.095,0.02,0.02,21.2163979,1.59E-05,1.59E-05,0.1623,0.002,0.002,0.6768,0.0034,0.0034,87.21,0.31,0.31,0.002074,2007,16/08/2014,121.71,0.43,0.43,3738.529,0.5,0.5,,,,2454884.028,7.30E-05,7.30E-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,HD 17156,42.4333333,71.7533333,8.17,,,,,78.24,,,0.24,0.05,0.05,1.275,0.018,0.018,1.508,0.021,0.021,G0,3.38,0.47,0.47,6079,80,80,,,
HD 189733 b,Confirmed,1.142,0.025,0.025,1.138,0.025,0.025,1.138,0.077,0.077,2.21857312,7.60E-07,7.60E-07,0.03142,0.00052,0.00052,0.0041,0.002,0.002,85.51,0.05,0.05,0.001628,2005,30/01/2018,90,,,2454037.612,,,,,,2453988.803,0.00024,0.00024,,,,,,,,,,,,,205,6,6,,,,,,0.4,0.11,0.12,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"CO2, H, H2O, Na, C, O I, CO, CH4",HD 189733,300.1791667,22.7108333,7.67,,,,,19.3,0.2,0.2,-0.03,0.04,0.04,0.8,0.4,0.4,0.805,0.016,0.016,K1-K2,0.6,,,4875,43,43,,Yes,
HD 209458 b,Confirmed,0.69,0.017,0.017,,0.017,0.017,1.38,0.018,0.018,3.52472,2.82E-05,2.82E-05,0.04747,0.00055,0.00055,0.0082,0.0082,0.0078,86.59,0.046,0.046,0.00101,1999,28/03/2017,43.8,68,68,2452968.399,,,,,,2453344.768,0.000617,0.000617,,,,,,,,,,,0.021,0.021,84.3,0.88,0.88,,,,,,0.038,0.045,0.045,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"CO2, H, TiO, O2, Na, Mg, C, O I, CH4, NH3, VO, H2, HCN, H2O, K, CO",HD 209458,330.7916667,18.8844444,7.65,,,,,47,,,0.02,0.05,0.05,1.148,0.022,0.022,1.203,0.061,0.061,G0 V,4,2,2,6092,103,103,,,
HD 219134 b,Confirmed,0.012,0.001,0.001,0.012,0.001,0.001,0.1433,0.0077,0.0077,3.0931,0.0001,0.0001,0.038474,8.00E-07,8.00E-07,0,0,0.13,85.058,0.08,0.08,,2015,25/11/2015,,,,2449999.5,0.2,0.2,,,,2457126.7,0.001,0.001,,,,,,,,,,,,,1.9,0.2,0.2,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,HD 219134,348.3208333,57.16833334,5.57,,,,,6.55,,,0.11,0.04,0.04,,,,0.778,0.005,0.005,K3V,,,,4699,16,16,,,
HD 286123 b,Confirmed,0.398,0.037,0.037,,,,1,0.022,0.022,11.168454,2.30E-05,2.30E-05,0.104,0.00081,0.00081,0.258,0.025,0.025,89.14,0.13,0.13,,2018,04/05/2018,207,3.8,3.8,2457911.5,0.79,1,,,,2457825.35,9.30E-05,9.30E-05,,,,,,,0.041,0.029,0.43,,,,33.4,3.1,3.1,1030,15,15,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"K2-232 b, EPIC 247098361 b",,HD 286123,73.76666667,18.65444446,9.8,,,,,133.1,4,4,0.1,0.04,0.04,1.188,0.028,0.028,1.161,0.024,0.024,F9V,1.43,0.75,0.82,6154,60,60,,,"K2-232, EPIC 247098361"
HD 3167 b,Confirmed,0.0158,0.0012,0.0012,,,,0.152,0.013,0.016,0.959641,1.10E-05,1.20E-05,0.01815,0.00023,0.00023,,,,83.4,7.7,4.6,,2016,26/06/2017,,,,,,,,,,2457394.375,0.00043,0.00043,,,,,,,0.47,0.32,0.31,,,,3.58,0.26,0.25,,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"EPIC 220383386 b, HIP 2736 b",,HD 3167,8.739666686,4.381472241,8.94,,,,,45.8,2.2,2.2,0,0.08,0.08,0.88,0.033,0.033,0.828,0.028,0.028,G,0.83,0.028,0.028,5367,50,50,,,"EPIC 220383386, HIP 2736"
HD 3167 c,Confirmed,0.0308,0.0039,0.00409,,,,0.269,0.025,0.037,29.8454,0.0012,0.0012,0.1795,0.0023,0.0023,0.267,0.267,0,89.3,0.96,0.5,,2016,28/06/2017,180,110,110,,,,2457394.979,0.0011,0.0012,2457394.979,0.0012,0.0012,,,,,,,0.5,0.33,0.31,,,,2.23,0.29,0.29,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"EPIC 220383386 c, HIP 2736 c",,HD 3167,8.739666686,4.381472241,8.94,,,,,45.8,2.2,2.2,0,0.08,0.08,0.88,0.033,0.033,0.828,0.028,0.028,G,0.83,0.028,0.028,5367,50,50,,,"EPIC 220383386, HIP 2736"
HD 75784 b,Confirmed,1.15,0.3,0.3,1.15,0.3,0.3,,,,341.7,6.1,6.1,1.073,0.013,0.013,0.13,0.1,0.1,,,,,2014,07/08/2016,,,,,,,,,,,,,,,,,,,,,,,,,26.7,6.6,6.6,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,,,,HD 75784,133.0997557,13.23343595,7.84,,,,,68.7,6.2,6.2,0.25,0.03,0.03,1.41,0.08,0.08,3.3,0.3,0.3,K3 IV,4,0.7,0.7,4917,44,44,,,
